name,location,cuisine,top_dishes,price_for_2,dining_rating,dining_rating_count,delivery_rating,delivery_rating_count,features,price_category,cuisine_list,has_dine_in,has_delivery
Deen Biriyani,Aminijikarai,"['Biryani', ' South Indian', ' North Indian', ' Chinese']",Invalid,500,3.9,460,3.8,18,"['Home Delivery', 'Indoor Seating']",Affordable,"['Biryani', ' South Indian', ' North Indian', ' Chinese']",1,1
Big Bang Theory - Bar & Kitchen,Kodambakkam,"['American', ' Continental']","['Cocktails', ' Burgers', ' Beer', ' Fries', ' Pasta', ' Fish', ' Paneer Tikka']",1600,4.1,1262,3.8,543,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Restricted Entry', 'Live Entertainment', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",Premium,"['American', ' Continental']",1,1
Onesta,Semmancheri,"['Pizza', ' Italian', ' Fast Food', ' Beverages', ' Desserts']","['Chocolate Banana', ' Pasta', ' Pepperoni', ' Bacon Pizza', ' Mojito', ' Bbq Pizza', ' Tiramisu']",600,4.4,5407,3.6,4375,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended']",Affordable,"['Pizza', ' Italian', ' Fast Food', ' Beverages', ' Desserts']",1,1
Fusilli Reasons,Kilpauk,['Fast Food'],"['Nachos', ' Iced Tea', ' Garlic Bread', ' Brownie', ' Spinach Pasta', ' White Sauce Pasta', ' Chocolate Mousse']",400,4.7,3042,4.4,3954,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']",Affordable,['Fast Food'],1,1
Food @ Finger,Royapuram,"['North Indian', ' Biryani', ' Chinese', ' Chettinad', ' Rolls', ' Desserts', ' Beverages']","['Faluda', ' Chicken Grill', ' Bbq Chicken', ' Brownie', ' Chicken Tikka Roll', ' Shawarma Roll', ' Chicken Shawarama']",700,4.1,1096,3.7,17100,"['Home Delivery', 'Free Parking', 'Indoor Seating']",Mid Range,"['North Indian', ' Biryani', ' Chinese', ' Chettinad', ' Rolls', ' Desserts', ' Beverages']",1,1
Al Dhareeq Beef Biriyani,Kodambakkam,['Biryani'],['Beef Biryani'],300,0.0,0,3.9,19600,['Home Delivery'],Budget,['Biryani'],0,1
Shri Rajasthani Dhaba,Anna Nagar West,"['Rajasthani', ' North Indian']","['Rajasthani Thali', ' Buttermilk', ' Roti', ' Paratha', ' Paan Ice Cream', ' Lassi', ' Rajwadi Thali']",500,4.5,983,4.5,5537,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table reservation required']",Affordable,"['Rajasthani', ' North Indian']",1,1
Lucky Da Punjabi Dhabba,Perungudi,['North Indian'],"['Lassi', ' Rabri', ' Butter Chicken', ' Paratha', ' Buttermilk', ' Naan', ' Roti']",900,4.3,771,3.7,1624,"['Home Delivery', 'Indoor Seating']",Mid Range,['North Indian'],1,1
Al-Najeeb Nawab Of Kebab,Kilpauk,"['North Indian', ' Mughlai', ' Chinese', ' Seafood']","['Shawarma', ' Biryani', ' Rolls', ' Chicken Samosa', ' Chicken Roll', ' Rumali Roti', ' Chicken Grill']",500,4.1,345,4.0,8824,"['Home Delivery', 'Indoor Seating', 'Free Parking']",Affordable,"['North Indian', ' Mughlai', ' Chinese', ' Seafood']",1,1
Skewered,Valasaravakkam,"['North Indian', ' Fast Food', ' Beverages']","['Reshmi Kebab', ' Biryani', ' Paneer Tikka', ' Rumali Roti', ' Rolls', ' Chicken Keema', ' Jeera Rice']",400,4.3,585,3.4,7773,"['Home Delivery', 'Indoor Seating', 'Wifi']",Affordable,"['North Indian', ' Fast Food', ' Beverages']",1,1
Burger King,"Phoenix Market City, Velachery","['Burger', ' Fast Food', ' Beverages']","['Burgers', ' Mutton Burger', ' Chicken Fries', ' Chicken Whopper', ' Chicken Keema Burger', ' Mutton Whopper', ' Whopper Burger']",500,4.0,1027,4.1,9066,"['Home Delivery', 'Mall Parking', 'Outdoor Seating', 'Rooftop', 'Indoor Seating']",Affordable,"['Burger', ' Fast Food', ' Beverages']",1,1
Biryani House,Mogappair,"['Chinese', ' North Indian', ' Seafood', ' Andhra', ' Biryani']","['Hyderabadi Biryani', ' Prawn Biryani', ' Tandoori Chicken', ' Fried Rice Chicken']",550,4.1,669,3.6,17900,"['Home Delivery', 'Free Parking', 'Brunch', 'Indoor Seating', 'Group Meal']",Affordable,"['Chinese', ' North Indian', ' Seafood', ' Andhra', ' Biryani']",1,1
Shaack,Anna Nagar East,"['Asian', ' Continental', ' Italian', ' Chinese', ' South Indian', ' Desserts']","['Pasta', ' Burgers', ' Fish', ' Pizza', ' Tiramisu', ' Thai Crispy Chicken', ' Tom Yum Soup']",900,4.1,1124,4.2,9832,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",Mid Range,"['Asian', ' Continental', ' Italian', ' Chinese', ' South Indian', ' Desserts']",1,1
Bazaar - All Day Diner - Grand by GRT Hotels,Grand By Grt Hotels,"['North Indian', ' South Indian', ' Continental', ' Asian']","['Pizza', ' Pasta', ' Fish', ' Chaat', ' Momos', ' Biryani', ' Prawn']",2500,4.4,1198,0.0,0,"['Breakfast', 'Home Delivery', 'Serves Alcohol', '4/5 Star', 'Table reservation required', 'Luxury Dining', 'Brunch', 'Indoor Seating', 'Buffet']",Premium,"['North Indian', ' South Indian', ' Continental', ' Asian']",1,0
Hotel Pandian,Mogappair,"['North Indian', ' South Indian', ' Chinese']","['Paratha', ' Chicken Lollipop', ' Mutton Biryani', ' Fried Rice']",500,4.0,515,3.9,21100,"['Home Delivery', 'Indoor Seating']",Affordable,"['North Indian', ' South Indian', ' Chinese']",1,1
Al Raabias Biriyani,Perambur,"['North Indian', ' Chinese', ' Biryani']","['Shawarma', ' Bbq Chicken', ' Bamboo Biryani', ' Tandoori Chicken']",500,3.9,447,3.8,13100,"['Home Delivery', 'Free Parking', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese', ' Biryani']",1,1
Soy Soi,Kotturpuram,"['Burmese', ' Thai', ' Vietnamese', ' Indonesian', ' Singaporean', ' Japanese', ' Malaysian']","['Dumplings', ' Noodle', ' Panna Cotta', ' Momos', ' Nasi Goreng', ' Pad Thai', ' Sushi']",1400,4.7,920,4.4,362,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",Premium,"['Burmese', ' Thai', ' Vietnamese', ' Indonesian', ' Singaporean', ' Japanese', ' Malaysian']",1,1
Coal Barbecues,Velachery,"['North Indian', ' Chinese']","['Chicken Honey', ' Fish', ' Prawn', ' Waffles', ' Chicken Wings', ' Paan Ice Cream', ' Crispy Corn']",1400,4.4,9410,0.0,0,"['Indoor Seating', 'Buffet', 'Table reservation required']",Premium,"['North Indian', ' Chinese']",1,0
Hot Pot China,Perungudi,"['Chinese', ' Thai', ' Indonesian', ' Malaysian', ' Vietnamese', ' Singaporean', ' Asian', ' Momos']","['Momos', ' Dumplings', ' Spring Roll', ' Wonton Soup', ' Egg Yolk Soup', ' Fried Icecream', ' Brownie']",1000,4.2,763,3.4,2318,"['Home Delivery', 'Table booking recommended', 'Indoor Seating']",Mid Range,"['Chinese', ' Thai', ' Indonesian', ' Malaysian', ' Vietnamese', ' Singaporean', ' Asian', ' Momos']",1,1
Thaqwa Biryani,Ambattur,"['North Indian', ' Chinese']","['Chicken Grill', ' Naan']",450,4.0,741,3.9,13300,"['Home Delivery', 'Free Parking', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese']",1,1
Fruit Shop On Greams Road,Thousand Lights,"['Beverages', ' Fast Food', ' Healthy Food', ' Juices']","['Fruit Juices', ' Sandwich', ' Mint Lime Cooler', ' Tender Coconut Pudding', ' Fruit Salad', ' Faluda', ' Milk Shake']",350,4.5,609,4.6,1699,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",Affordable,"['Beverages', ' Fast Food', ' Healthy Food', ' Juices']",1,1
Kappa Chakka Kandhari,Nungambakkam,"['Kerala', ' South Indian']","['Tender Coconut Pudding', ' Appam', ' Beef Fry', ' Elaneer Payasam', ' Mutton Stew', ' Idiyappam', ' Chicken Curry']",1200,4.7,979,0.0,0,"['Indoor Seating', 'Table booking recommended']",Premium,"['Kerala', ' South Indian']",1,0
BOATS - Based On A True Story,Besant Nagar,"['Continental', ' Chinese', ' North Indian']","['Cocktails', ' Nachos', ' Pasta', ' Beer', ' Mocktails', ' Chicken Skewer', ' Paneer Tikka']",1800,4.2,954,3.9,150,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Table booking recommended', 'Restricted Entry']",Premium,"['Continental', ' Chinese', ' North Indian']",1,1
Amelie's,Alwarpet,"['Cafe', ' Continental', ' Italian']","['Hot Chocolate', ' Pizza', ' Gelato', ' Coffee', ' Pink Sauce Pasta', ' Sandwich', ' Chocolate Indulgence']",900,4.3,1464,3.9,1282,"['Home Delivery', 'Valet Parking Available', 'Table booking recommended', 'All Day Breakfast', 'Desserts and Bakes', 'Indoor Seating']",Mid Range,"['Cafe', ' Continental', ' Italian']",1,1
Urban Spatula,Anna Nagar West,"['Continental', ' Seafood', ' Biryani', ' Italian', ' North Indian', ' Asian', ' Kebab']","['Burgers', ' Pasta', ' Fish', ' Fries', ' Chips', ' Salad', ' Steak']",800,4.4,794,4.3,911,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Table booking for Groups']",Mid Range,"['Continental', ' Seafood', ' Biryani', ' Italian', ' North Indian', ' Asian', ' Kebab']",1,1
Madurai Kumar Mess,Vadapalani,"['Chettinad', ' South Indian', ' Chinese']","['Paratha', ' Mutton Biryani', ' Mutton Chukka', ' Kola Urundai', ' Mutton Kola', ' Liver Fry', ' Kali Dosa']",600,4.2,816,0.0,0,"['Home Delivery', 'Indoor Seating']",Affordable,"['Chettinad', ' South Indian', ' Chinese']",1,0
Oxygen,Potheri,"['North Indian', ' Chinese', ' Biryani', ' Rolls']","['Biryani', ' Naan', ' Tandoori Roti', ' Chicken Noodle']",500,4.0,780,3.6,24100,"['Home Delivery', 'Outdoor Seating', 'Rooftop', 'Table Reservation Not Required', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese', ' Biryani', ' Rolls']",1,1
Shree Konar Vilas,Purasavakkam,"['South Indian', ' Chettinad']","['Paratha', ' Biryani', ' Kothu Parotta', ' Idiyappam', ' Kali Dosa', ' Mutton Sukha', ' Fry Prawns']",500,4.1,222,3.8,3688,"['Home Delivery', 'Indoor Seating']",Affordable,"['South Indian', ' Chettinad']",1,1
Subway,Anna Nagar West,"['Healthy Food', ' Fast Food']","['Salad', ' Sandwich', ' Chocolate Cookies', ' Roasted Chicken Sub', ' Chicken Tikka', ' Honey Oats', ' Paneer Tikka']",500,4.4,697,4.0,10700,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']",Affordable,"['Healthy Food', ' Fast Food']",1,1
Pind,Velachery,"['North Indian', ' Chinese', ' Fast Food']","['Lassi', ' Buttermilk', ' Paneer Tikka', ' Naan', ' Roti', ' Paratha', ' Dal Makhani']",900,4.3,2994,4.2,1896,"['Home Delivery', 'Vegetarian Only', 'Catering Available', 'Wifi', 'Serves Jain Food', 'Buffet', 'Indoor Seating']",Mid Range,"['North Indian', ' Chinese', ' Fast Food']",1,1
Mainland China,"Phoenix Market City, Velachery","['Chinese', ' Asian', ' Sushi', ' Japanese', ' Thai']","['Noodle', ' Dumplings', ' Momos', ' Hakka Noodles', ' Mocktails', ' Jumbo Prawns', ' Kimchi']",1800,4.6,1498,4.2,335,"['Home Delivery', 'Mall Parking', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating']",Premium,"['Chinese', ' Asian', ' Sushi', ' Japanese', ' Thai']",1,1
Kumarakom,Velachery,"['North Indian', ' Chinese', ' Kerala']","['Appam', ' Paratha', ' Beef Fry', ' Biryani', ' Fish Fry', ' Roasted Beef', ' Chicken Stew']",600,4.0,670,3.9,38,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",Affordable,"['North Indian', ' Chinese', ' Kerala']",1,1
City Square Cafeteria,Egmore,"['Fast Food', ' Beverages', ' Sandwich']","['Chicken Grill', ' Chicken Sandwich', ' Pizza', ' Mexican Shawarma', ' Oreo Shake', ' Lime Soda', ' Bread Omelette']",200,4.1,611,3.7,12200,"['Home Delivery', 'Indoor Seating']",Budget,"['Fast Food', ' Beverages', ' Sandwich']",1,1
Bhangra,"Mayajaal Multiplex, Kanathur",['North Indian'],"['Butter Chicken', ' Dal Makhani', ' Sweet Lassi', ' Kheer', ' Chicken Masala', ' Sugarcane Juice', ' Thali']",800,4.9,2109,4.0,2226,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']",Mid Range,['North Indian'],1,1
Twilight Take Out,Nungambakkam,"['North Indian', ' Chinese', ' Rolls', ' Continental', ' Biryani']","['Club Sandwich', ' Chicken Tikka Roll', ' Chicken Grill', ' Chicken Biryani', ' Noodle', ' Cheese Chicken Roll', ' Paneer Tikka Roll']",350,0.0,0,4.0,11200,"['Home Delivery', 'Free Parking']",Affordable,"['North Indian', ' Chinese', ' Rolls', ' Continental', ' Biryani']",0,1
The Red Box,Anna Nagar West,['Chinese'],"['Noodle', ' Chilli Chicken Gravy', ' Dragon Chicken', ' Kung Pao Chicken', ' Chicken Lollipop', ' Veg Momos', ' Sweet Corn Chicken Soup']",200,0.0,0,4.2,11500,['Home Delivery'],Budget,['Chinese'],0,1
Rayar's Mess,Mylapore,['South Indian'],"['Pongal', ' Vada', ' Filtered Coffee', ' Idli', ' Bonda', ' Filter Kaapi', ' Rava Dosa']",100,4.7,904,4.3,1319,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Budget,['South Indian'],1,1
Hotel Safari,Royapettah,"['Chettinad', ' Chinese', ' Seafood', ' Hyderabadi']","['Paratha', ' Tea', ' Paya', ' Coffee', ' Mutton Biryani', ' Chicken Pakora', ' Appam']",450,4.1,516,4.2,3857,"['Breakfast', 'Home Delivery', 'Indoor Seating']",Affordable,"['Chettinad', ' Chinese', ' Seafood', ' Hyderabadi']",1,1
VB Signature,Nungambakkam,"['North Indian', ' South Indian', ' Chinese', ' Asian', ' Fast Food', ' Desserts', ' Beverages']","['Momos', ' Idiyappam', ' Pumpkin Soup', ' Coconut Soup', ' Filtered Coffee', ' Noodle', ' Paneer Tikka']",1000,4.5,1611,3.8,750,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",Mid Range,"['North Indian', ' South Indian', ' Chinese', ' Asian', ' Fast Food', ' Desserts', ' Beverages']",1,1
Blind Ch3mistry,Nungambakkam,"['Cafe', ' Continental', ' Italian', ' Desserts', ' Beverages']","['Pasta', ' Peri Peri Chicken', ' Sandwich', ' Waffles', ' French Fries', ' Mocktails', ' Virgin Mojito']",700,4.5,1258,4.0,147,"['Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Free Wifi']",Mid Range,"['Cafe', ' Continental', ' Italian', ' Desserts', ' Beverages']",1,1
Fisherman's Fare,Egmore,"['Seafood', ' Mediterranean', ' North Indian', ' Chinese', ' Arabian']","['Haleem', ' Sea Food', ' Shawarma', ' Fish Finger', ' Prawn', ' Basmati Rice', ' Butter Chicken']",900,2.9,374,3.9,249,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",Mid Range,"['Seafood', ' Mediterranean', ' North Indian', ' Chinese', ' Arabian']",1,1
Madras2Chennai,Washermenpet,"['Biryani', ' Mughlai', ' North Indian', ' Chinese', ' Chettinad']","['Shawarma', ' Chicken Grill', ' Mutton Biryani']",800,4.1,509,4.0,7860,"['Home Delivery', 'Indoor Seating']",Mid Range,"['Biryani', ' Mughlai', ' North Indian', ' Chinese', ' Chettinad']",1,1
Charminar Biriyani Centre,Royapettah,"['Biryani', ' North Indian']","['Chicken Biryani', ' Bread Halwa', ' Brinjal Curry', ' Mutton Biryani', ' Brinjal Gravy', ' Tandoori Chicken', ' Raita']",300,0.0,0,3.9,652,"['Home Delivery', 'Standing Tables']",Budget,"['Biryani', ' North Indian']",0,1
North East Kitchen,Egmore,"['Chinese', ' Konkan', ' Momos']","['Momos', ' Noodle', ' Pork Thali', ' Thukpa', ' Pork Curry', ' Fried Pork', ' Clear Soup']",450,4.5,705,4.3,1552,"['Home Delivery', 'Indoor Seating']",Affordable,"['Chinese', ' Konkan', ' Momos']",1,1
AlMaza,Anna Nagar East,"['Arabian', ' Mughlai', ' North Indian', ' Biryani']","['Faluda', ' Rara Gosht', ' Buttermilk', ' Naan', ' Bharwan Mushroom', ' Mutton Biryani', ' Chicken Biryani']",1000,4.6,764,4.2,881,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']",Mid Range,"['Arabian', ' Mughlai', ' North Indian', ' Biryani']",1,1
Jonah's Bistro,Besant Nagar,"['Continental', ' European', ' Italian']","['Pasta', ' Steak', ' Waffles', ' Burgers', ' Fries', ' Fish', ' Chicken Grill']",1000,4.4,1485,3.9,3438,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']",Mid Range,"['Continental', ' European', ' Italian']",1,1
Barbeque Nation,Porur,"['North Indian', ' Continental', ' Kebab', ' BBQ']","['Pizza', ' Fish', ' Biryani', ' Pasta', ' Prawn', ' Malai Kulfi', ' Chocolate Fountain']",1600,4.3,602,0.0,0,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended', 'Kid Friendly']",Premium,"['North Indian', ' Continental', ' Kebab', ' BBQ']",1,0
Mughal Biriyani,Besant Nagar,"['North Indian', ' Chinese', ' Biryani', ' Arabian']","['Chicken Grill', ' Tandoori Chicken', ' Noodle', ' Dragon Chicken', ' Mughal Biryani', ' Naan']",350,4.0,323,4.1,8565,"['Home Delivery', 'Indoor Seating']",Affordable,"['North Indian', ' Chinese', ' Biryani', ' Arabian']",1,1
Loiee Mithai & Rasoi,Selaiyur,"['North Indian', ' Chinese', ' Fast Food', ' Desserts']","['Rasmalai', ' Naan', ' Panipuri', ' Faluda', ' Roti', ' Tandoori Platter', ' Pav Bhaji']",650,4.1,459,4.0,1610,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended', 'Serves Jain Food']",Mid Range,"['North Indian', ' Chinese', ' Fast Food', ' Desserts']",1,1
Roll Over,Anna Nagar East,"['Ice Cream', ' Desserts', ' Fast Food']","['Rolls', ' Ice Cream Roll', ' Coffee', ' Fries', ' Chocolate Icecreams', ' Hot Chocolate', ' Chocolava Cake']",450,4.3,721,3.7,378,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Wifi', 'Desserts and Bakes', 'Indoor Seating', 'Free Wifi']",Affordable,"['Ice Cream', ' Desserts', ' Fast Food']",1,1
Pizza Hut,Nungambakkam,"['Pizza', ' Fast Food', ' Finger Food', ' American']","['Garlic Bread', ' Pasta', ' Mojito', ' Veggie Pizza', ' Chicken Tikka Pizza', ' Tandoor Paneer Pizza', ' Stuffed Crust Pizza']",600,2.9,447,3.6,3109,"['Home Delivery', 'Indoor Seating']",Affordable,"['Pizza', ' Fast Food', ' Finger Food', ' American']",1,1
Ratna Cafe,Kilpauk,"['South Indian', ' Chinese', ' Street Food', ' Beverages']","['Coffee', ' Idli Sambar', ' Vada', ' Rava Dosa', ' Masala Dosa', ' Pongal', ' Rose Milk']",400,3.9,653,4.0,4329,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",Affordable,"['South Indian', ' Chinese', ' Street Food', ' Beverages']",1,1
Masaledaar Desi Rasoi,Egmore,['North Indian'],"['Lassi', ' Paneer Tikka', ' Paan Ice Cream', ' Dal Makhani', ' Thali', ' Kheer', ' Naan']",500,4.3,682,4.3,5346,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",Affordable,['North Indian'],1,1
The Big Barbeque,Old Mahabalipuram Road (Omr),"['North Indian', ' Street Food', ' Desserts', ' BBQ']","['Pizza', ' Appam', ' Ice Cream Roll']",1400,4.4,2390,0.0,0,"['Home Delivery', 'Live Sports Screening', 'Table booking recommended', 'Indoor Seating']",Premium,"['North Indian', ' Street Food', ' Desserts', ' BBQ']",1,0
The Feast,Anna Nagar East,"['North Indian', ' Chinese', ' Biryani']","['Bbq Chicken', ' Biryani', ' Salad', ' Mushroom Soup', ' Chocolate Shake', ' Pasta', ' Noodle']",800,4.3,652,3.9,4352,"['Home Delivery', 'Buffet', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",Mid Range,"['North Indian', ' Chinese', ' Biryani']",1,1
Seasonal Tastes,"The Westin Chennai, Velachery","['North Indian', ' South Indian', ' Continental', ' European']","['Salad', ' Biryani', ' Coffee', ' Veggie Pizza', ' Pasta', ' Fish', ' Breakfast Buffet']",2500,4.3,704,0.0,0,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Table booking recommended', 'Brunch', 'Variable Menu', 'Catering Available', 'Luxury Dining', 'Wifi', 'Buffet']",Premium,"['North Indian', ' South Indian', ' Continental', ' European']",1,0
601 - The Park,"The Park, Nungambakkam","['Biryani', ' North Indian']","['Pasta', ' Biryani', ' Pizza', ' Salad', ' Lunch Buffet', ' Fish', ' Burgers']",2700,4.2,825,3.9,128,"['Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Luxury Dining', 'Gluten Free Options', 'Vegan Options', 'Brunch', 'Live Sports Screening', '4/5 Star', 'Smoking Area', 'Wifi', 'Serves Jain Food', 'Buffet', 'Desserts and Bakes']",Premium,"['Biryani', ' North Indian']",1,1
Pluto's Restaurant,Choolaimedu,"['Biryani', ' Chinese', ' North Indian', ' Juices']","['Noodle', ' Biryani', ' Dragon Chicken', ' Tandoori Chicken', ' Schezwan Fried Rice', ' Clear Soup', ' Sweet Corn Soup']",700,4.1,429,3.3,4704,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",Mid Range,"['Biryani', ' Chinese', ' North Indian', ' Juices']",1,1
The Chinese Story,Porur,"['Chinese', ' Momos']","['Noodle', ' Momos', ' Chicken Lemon Coriander Soup', ' Chicken Lollipop', ' Mushroom Pepper', ' Sour Soup', ' Chicken Spring Roll']",1000,4.4,593,4.1,6017,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Wifi']",Mid Range,"['Chinese', ' Momos']",1,1
